Zeit t / ms;Frequenz f / Hz;Spannung U_A1 / V;FFT U / V
0;0;-0,021;0,00116964868101563
0,1;0,0762939453125;-0,003;0,00122700787915217
0,2;0,152587890625;-0,0285;0,000562612457829279
0,3;0,2288818359375;0,0105;0,000191008536463097
0,4;0,30517578125;0;0,000187778469085732
0,5;0,3814697265625;-0,018;0,000170517041205626
0,6;0,457763671875;-0,1095;0,000201074883057627
0,7;0,5340576171875;-0,111;0,000235273602464171
0,8;0,6103515625;-0,0975;0,00023562498978892
0,9;0,6866455078125;-0,195;0,000224816343908094
1;0,762939453125;-0,1545;0,000224116382569695
1,1;0,8392333984375;-0,174;0,000236177342892709
1,2;0,91552734375;-0,117;0,000200376032738696
1,3;0,9918212890625;-0,0975;0,000233017775184187
1,4;1,068115234375;-0,054;0,000296492692040243
1,5;1,1444091796875;0,102;0,000359212621100107
1,6;1,220703125;0,0465;0,000298483934563731
1,7;1,2969970703125;-0,0225;0,000186600678777758
1,8;1,373291015625;-0,0795;0,000138930257044475
1,9;1,4495849609375;-0,084;0,000129458043607735
2;1,52587890625;-0,0885;0,000170914323647901
2,1;1,6021728515625;-0,162;0,000209527371355315
2,2;1,678466796875;-0,015;0,000203159422606519
2,3;1,7547607421875;0,171;0,000172169551535991
2,4;1,8310546875;0,078;0,000175303856664497
2,5;1,9073486328125;-0,057;0,00026394152390721
2,6;1,983642578125;0,021;0,000356204047136164
2,7;2,0599365234375;-0,123;0,000353539183495494
2,8;2,13623046875;-0,0495;0,000353482335537973
2,9;2,2125244140625;-0,0855;0,00032417082864999
3;2,288818359375;-0,135;0,000303809823344332
3,1;2,3651123046875;-0,006;0,000216012649481965
3,2;2,44140625;-0,1305;0,000195792047473507
3,3;2,5177001953125;0,027;0,00021817184667814
3,4;2,593994140625;-0,0045;0,00022581046314781
3,5;2,6702880859375;-0,0435;0,000199775963017653
3,6;2,74658203125;0,0705;0,000168532879643127
3,7;2,8228759765625;0,0255;0,000183235014573682
3,8;2,899169921875;-0,078;0,00024241164505927
3,9;2,9754638671875;-0,0915;0,000335388291548603
4;3,0517578125;-0,0285;0,000421321508525637
4,1;3,1280517578125;-0,1155;0,000448473193567015
4,2;3,204345703125;0,015;0,000383588226114199
4,3;3,2806396484375;0,084;0,000318676975660053
4,4;3,35693359375;0,036;0,000296372177422025
4,5;3,4332275390625;0,132;0,000383626897221018
4,6;3,509521484375;0,126;0,000415684233889473
4,7;3,5858154296875;0,1125;0,00039413847652295
4,8;3,662109375;0,0495;0,000280920113886935
4,9;3,7384033203125;-0,0645;0,000230332937034704
5;3,814697265625;-0,036;0,000271841339623408
5,1;3,8909912109375;-0,1695;0,000347392642330291
5,2;3,96728515625;0,039;0,00034222327854999
5,3;4,0435791015625;0,093;0,00023968379662822
5,4;4,119873046875;0,0435;0,000331910762465862
5,5;4,1961669921875;0,0075;0,000486784907045644
5,6;4,2724609375;0,003;0,000552036344031701
5,7;4,3487548828125;-0,0975;0,000485483350122553
5,8;4,425048828125;0,0885;0,000450119705345915
5,9;4,5013427734375;-0,021;0,000455502513608897
6;4,57763671875;0,066;0,00036915699873763
6,1;4,6539306640625;-0,1515;0,000299937748837233
6,2;4,730224609375;0,021;0,000359543886098004
6,3;4,8065185546875;-0,0975;0,000420799520108437
6,4;4,8828125;0,0945;0,000464639537717172
6,5;4,9591064453125;0,018;0,000489181185306067
6,6;5,035400390625;0;0,000512280805918137
6,7;5,1116943359375;0,066;0,00041984840161364
6,8;5,18798828125;0,054;0,000295571385106461
6,9;5,2642822265625;-0,0555;0,000227432275008915
7;5,340576171875;-0,09;0,000339957328118369
7,1;5,4168701171875;0,027;0,000324765066710905
7,2;5,4931640625;0,087;0,000353118607790973
7,3;5,5694580078125;0,111;0,000218360619852969
7,4;5,645751953125;0,066;0,00026626197151267
7,5;5,7220458984375;0,0795;0,000202554889734306
7,6;5,79833984375;0,0255;0,000260686151034913
7,7;5,8746337890625;0,0945;0,000205647381430544
7,8;5,950927734375;0,0045;0,000320980781815107
7,9;6,0272216796875;0,0975;0,000304291991488654
8;6,103515625;0,0825;0,00038433117866087
8,1;6,1798095703125;0,015;0,000373432249335344
8,2;6,256103515625;0,042;0,000617167137654795
8,3;6,3323974609375;0,0435;0,000777428663320178
8,4;6,40869140625;-0,0105;0,000877990525819839
8,5;6,4849853515625;0,057;0,00065440927316801
8,6;6,561279296875;-0,0825;0,000433388634291452
8,7;6,6375732421875;-0,0465;0,000267780568234662
8,8;6,7138671875;-0,0765;0,000204089131327009
8,9;6,7901611328125;-0,0015;0,000266554169632864
9;6,866455078125;0,0225;0,00037764444361782
9,1;6,9427490234375;0,0165;0,000432695439204666
9,2;7,01904296875;-0,1305;0,00044981397949082
9,3;7,0953369140625;0,0105;0,000328444982533207
9,4;7,171630859375;0,1155;0,000274138927884098
9,5;7,2479248046875;0,102;0,000279926204453471
9,6;7,32421875;0,2295;0,000330524796673115
9,7;7,4005126953125;0,0795;0,000348237307994047
9,8;7,476806640625;-0,0345;0,000266742384913797
9,9;7,5531005859375;0,018;0,000378728102443707
10;7,62939453125;0,0375;0,000539380625900467
10,1;7,7056884765625;0,132;0,000551396616160792
10,2;7,781982421875;0,0315;0,000502711437881959
10,3;7,8582763671875;0,0255;0,000434907912883762
10,4;7,9345703125;0,039;0,000441112026791719
10,5;8,0108642578125;0,0165;0,000303516819377399
10,6;8,087158203125;0,078;0,000202190203554202
10,7;8,1634521484375;0,033;0,00016910188373397
10,8;8,23974609375;0,018;0,000182007824430118
10,9;8,3160400390625;-0,021;0,000435226823154437
11;8,392333984375;-0,015;0,0010698186894779
11,1;8,4686279296875;-0,048;0,00148714188212122
11,2;8,544921875;-0,0465;0,00125159391506823
11,3;8,6212158203125;0,0285;0,000692195517352993
11,4;8,697509765625;0,024;0,000267832533428511
11,5;8,7738037109375;0,096;0,000368882963163166
11,6;8,85009765625;0,126;0,000283633271112052
11,7;8,9263916015625;-0,0795;0,000300404582051897
11,8;9,002685546875;-0,024;0,00037614646989669
11,9;9,0789794921875;-0,1485;0,000444324112819663
12;9,1552734375;-0,1515;0,000547887396797419
12,1;9,2315673828125;-0,0675;0,000555917769221966
12,2;9,307861328125;-0,078;0,000578065203234686
12,3;9,3841552734375;-0,0465;0,000587126430066266
12,4;9,46044921875;-0,0135;0,000746587153879438
12,5;9,5367431640625;0,03;0,000830982824815307
12,6;9,613037109375;-0,009;0,000886053074894056
12,7;9,6893310546875;0;0,000751759240372684
12,8;9,765625;0,0675;0,000730433026175109
12,9;9,8419189453125;0,0015;0,000631137764016037
13;9,918212890625;-0,003;0,000556742698793105
13,1;9,9945068359375;0,0975;0,000549106533241919
13,2;10,07080078125;-0,063;0,000471344463915896
13,3;10,1470947265625;0,018;0,000388345530416461
13,4;10,223388671875;0,009;0,000314677024242636
13,5;10,2996826171875;0,021;0,000293048245588711
13,6;10,3759765625;-0,009;0,000210498276010129
13,7;10,4522705078125;-0,036;0,000972823816969808
13,8;10,528564453125;0,0105;0,00238312598096172
13,9;10,6048583984375;0,0315;0,00314795916677064
14;10,68115234375;-0,096;0,00283352787810013
